,CONT_ID,GENDER,AGE_YEARS,HIGHEST_EDU,ANNUAL_INVEST,ANNUAL_INCOME,ACTIVITY_LEVEL,CHURN
1556,1009563980,1,46.49,4,8536.0,43549.0,2,0
1557,1009563990,0,41.69,4,12652.0,27648.0,3,0
1558,1009564000,1,26.09,4,0.0,20349.0,2,1
1559,1009564010,0,65.02,4,0.0,26455.0,2,1
1560,1009564020,1,32.54,2,82263.0,102148.0,2,0
1561,1009564030,0,61.89,4,0.0,13528.0,1,0
1562,1009564040,1,26.31,1,0.0,17121.0,2,0
1563,1009564050,0,64.81,1,0.0,37755.0,3,0
1564,1009564060,0,43.37,1,0.0,34054.0,4,0
1565,1009564070,0,27.58,4,0.0,37417.0,2,1
1566,1009564080,0,50.18,1,0.0,14794.0,0,0
1567,1009564090,0,41.17,1,0.0,19918.0,0,1
1568,1009564100,0,39.07,4,0.0,15415.0,2,0
1569,1009564110,0,52.66,4,0.0,17072.0,2,0
1570,1009564120,1,39.36,2,11917.0,76005.0,4,0
1571,1009564130,1,38.59,1,0.0,19441.0,2,0
1572,1009564140,1,42.54,4,0.0,19041.0,1,1
1573,1009564150,1,61.39,1,0.0,14044.0,4,0
1574,1009564160,1,54.27,1,0.0,19642.0,3,0
1575,1009564170,1,33.72,1,0.0,14037.0,2,0
1576,1009564180,1,30.78,1,0.0,14457.0,0,1
1577,1009564190,1,48.44,1,0.0,32733.0,4,0
1578,1009564200,0,26.28,4,0.0,22993.0,2,0
1579,1009564210,0,89.96,1,0.0,19243.0,3,0
1580,1009564220,0,70.96,4,0.0,35542.0,3,0
1581,1009564230,1,40.48,1,0.0,26197.0,2,0
1582,1009564240,0,56.47,1,0.0,32256.0,2,1
1583,1009564250,0,55.83,1,0.0,23591.0,2,0
1584,1009564260,0,45.16,4,0.0,20149.0,3,0
1585,1009564270,0,50.23,1,0.0,21525.0,3,0
1586,1009564280,0,68.79,1,0.0,20122.0,1,1
1587,1009564290,1,35.51,4,0.0,21839.0,5,1
1588,1009564300,0,53.05,1,0.0,22628.0,2,0
1589,1009564310,1,60.92,4,6757.0,28425.0,1,0
1590,1009564320,0,58.89,1,0.0,15062.0,1,0
1591,1009564330,0,54.46,1,0.0,37818.0,1,0
1592,1009564340,0,54.63,4,0.0,26337.0,1,0
1593,1009564350,0,31.61,2,102495.0,174984.0,1,1
1594,1009564360,1,62.03,4,13118.0,54182.0,2,0
1595,1009564370,1,51.92,1,0.0,21193.0,1,0
1596,1009564380,0,33.8,1,0.0,22165.0,2,0
1597,1009564390,1,56.78,4,0.0,21240.0,2,0
1598,1009564400,0,59.37,4,0.0,17468.0,2,0
1599,1009564410,1,27.07,4,6425.0,73051.0,4,0
1600,1009564420,0,53.65,4,0.0,29378.0,1,0
1601,1009564430,0,61.47,1,0.0,15462.0,4,0
1602,1009564440,1,32.81,1,0.0,14742.0,4,0
1603,1009564450,1,70.35,1,0.0,35633.0,3,0
1604,1009564460,0,54.75,1,0.0,19075.0,4,0
1605,1009564470,0,35.61,1,0.0,17398.0,1,1
1606,1009564480,1,46.73,4,5779.0,49372.0,1,1
1607,1009564490,1,34.55,4,0.0,24405.0,1,1
1608,1009564500,0,58.11,1,0.0,20098.0,1,0
1609,1009564510,1,46.34,1,0.0,16887.0,4,0
1610,1009564520,0,31.13,1,0.0,31915.0,3,0
1611,1009564530,1,31.24,1,0.0,21765.0,2,0
1612,1009564540,0,21.76,1,0.0,22825.0,0,1
1613,1009564550,1,24.18,2,14094.0,38325.0,1,1
1614,1009564560,0,80.45,4,0.0,22040.0,5,0
1615,1009564570,0,33.03,1,0.0,22268.0,0,1
1616,1009564580,1,20.49,3,117860.0,104495.0,2,0
1617,1009564590,1,61.54,1,0.0,34656.0,2,1
1618,1009564600,0,46.77,4,0.0,19815.0,5,0
1619,1009564610,0,27.49,1,0.0,22226.0,2,0
1620,1009564620,0,85.36,1,0.0,19156.0,2,0
1621,1009564630,1,59.01,1,0.0,18737.0,2,0
1622,1009564640,0,43.95,4,0.0,28391.0,4,0
1623,1009564650,0,60.22,1,0.0,19124.0,2,0
1624,1009564660,0,61.93,4,0.0,15378.0,3,0
1625,1009564670,0,53.51,4,0.0,35582.0,2,0
1626,1009564680,1,36.76,2,117583.0,111488.0,1,1
1627,1009564690,0,77.28,4,0.0,14827.0,3,0
1628,1009564700,0,22.08,3,110672.0,180312.0,5,0
1629,1009564710,0,69.44,1,0.0,17889.0,3,0
1630,1009564720,0,46.96,1,0.0,20601.0,1,1
1631,1009564730,1,67.67,1,0.0,15831.0,4,0
1632,1009564740,0,36.79,4,0.0,22017.0,1,0
1633,1009564750,1,38.08,2,10923.0,58247.0,1,0
1634,1009564760,0,69.76,1,0.0,19277.0,5,0
1635,1009564770,0,56.16,4,11868.0,51216.0,2,0
1636,1009564780,1,77.19,1,0.0,22905.0,2,0
1637,1009564790,0,55.47,2,92481.0,202017.0,1,0
1638,1009564800,1,25.47,2,94019.0,1996294.0,2,0
1639,1009564810,1,41.65,4,0.0,30886.0,3,0
1640,1009564820,0,57.66,1,0.0,37812.0,1,0
1641,1009564830,1,71.98,4,0.0,36899.0,2,0
1642,1009564840,0,37.7,1,0.0,34895.0,5,0
1643,1009564850,1,36.5,1,0.0,16475.0,0,1
1644,1009564860,0,41.3,1,0.0,20253.0,0,1
1645,1009564870,0,34.54,4,0.0,17192.0,0,1
1646,1009564880,0,23.14,1,0.0,16705.0,2,1
1647,1009564890,0,53.3,2,14263.0,58098.0,1,0
1648,1009564900,0,57.64,1,0.0,18018.0,4,0
1649,1009564910,0,69.08,1,0.0,21438.0,1,0
1650,1009564920,1,33.75,4,0.0,19249.0,5,0
1651,1009564930,1,43.11,4,0.0,22053.0,3,0
1652,1009564940,0,30.4,4,0.0,31698.0,4,0
1653,1009564950,1,53.28,4,0.0,22029.0,1,1
1654,1009564960,1,36.65,1,0.0,22210.0,2,0
1655,1009564970,0,30.14,4,0.0,18876.0,2,0
1656,1009564980,1,21.34,1,0.0,14295.0,1,1
1657,1009564990,1,24.03,1,0.0,19656.0,1,1
1658,1009565000,0,66.75,4,0.0,15385.0,3,0
1659,1009565010,0,24.11,2,110159.0,212946.0,3,1
1660,1009565020,1,34.53,4,0.0,22380.0,3,0
1661,1009565030,0,28.19,1,0.0,19615.0,0,1
1662,1009565040,0,45.21,3,99673.0,153724.0,1,1
1663,1009565050,1,33.99,1,0.0,19707.0,3,0
1664,1009565060,0,74.69,4,0.0,18283.0,2,0
1665,1009565070,1,43.34,4,0.0,19146.0,4,0
1666,1009565080,1,57.62,2,106995.0,78002.0,2,0
1667,1009565090,1,57.58,4,0.0,18520.0,3,1
1668,1009565100,1,48.65,3,103117.0,105232.0,0,0
1669,1009565110,1,66.4,1,0.0,15264.0,2,0
1670,1009565120,1,63.24,4,5553.0,60808.0,5,0
1671,1009565130,0,25.48,1,0.0,20517.0,1,1
1672,1009565140,0,78.58,1,0.0,16079.0,2,0
1673,1009565150,1,38.42,1,0.0,16790.0,0,1
1674,1009565160,0,49.99,3,81035.0,183052.0,5,0
1675,1009565170,1,29.92,4,12622.0,52733.0,2,0
1676,1009565180,0,63.69,2,90589.0,128021.0,2,0
1677,1009565190,0,50.4,1,0.0,13221.0,2,0
1678,1009565200,1,39.15,1,0.0,22611.0,2,0
1679,1009565210,0,57.18,1,0.0,17116.0,2,0
1680,1009565220,1,40.36,1,0.0,19272.0,2,0
1681,1009565230,0,25.26,4,0.0,18519.0,1,0
1682,1009565240,1,21.88,1,0.0,16356.0,1,0
1683,1009565250,0,30.75,4,0.0,24023.0,0,1
1684,1009565260,0,51.23,1,0.0,27859.0,1,1
1685,1009565270,0,30.39,4,12494.0,34679.0,1,1
1686,1009565280,0,25.42,1,0.0,21228.0,3,0
1687,1009565290,1,50.61,4,0.0,19482.0,3,0
1688,1009565300,1,59.03,1,0.0,18149.0,5,0
1689,1009565310,1,52.81,4,0.0,21188.0,2,0
1690,1009565320,1,20.01,1,0.0,28815.0,2,1
1691,1009565330,0,21.64,1,0.0,13671.0,3,0
1692,1009565340,0,43.76,1,0.0,16227.0,4,0
1693,1009565350,1,55.18,4,0.0,20037.0,3,0
1694,1009565360,1,64.34,4,10286.0,48018.0,1,1
1695,1009565370,0,20.42,1,0.0,14156.0,5,1
1696,1009565380,1,28.71,4,0.0,20590.0,2,1
1697,1009565390,1,34.51,1,0.0,19400.0,3,0
1698,1009565400,0,22.45,4,0.0,22189.0,3,1
1699,1009565410,1,41.16,1,0.0,13292.0,5,0
1700,1009565420,0,39.91,2,81474.0,70124.0,4,0
1701,1009565430,1,58.67,1,0.0,15886.0,1,0
1702,1009565440,1,43.88,1,0.0,15785.0,4,0
1703,1009565450,1,58.73,1,0.0,16317.0,5,0
1704,1009565460,1,51.54,4,11019.0,68233.0,2,1
1705,1009565470,0,29.04,1,0.0,17881.0,0,1
1706,1009565480,1,41.15,1,0.0,15357.0,2,0
1707,1009565490,1,82.84,4,7954.0,28669.0,0,1
1708,1009565500,0,50.68,4,0.0,22599.0,4,0
1709,1009565510,0,23.5,1,0.0,31646.0,1,0
1710,1009565520,0,47.84,4,0.0,20629.0,0,1
1711,1009565530,0,47.58,1,0.0,20629.0,2,0
1712,1009565540,1,45.84,1,0.0,15241.0,1,0
1713,1009565550,1,79.41,1,0.0,17422.0,2,0
1714,1009565560,1,42.32,4,0.0,13950.0,1,1
1715,1009565570,0,43.97,1,0.0,26377.0,3,0
1716,1009565580,0,28.57,1,0.0,18495.0,2,1
1717,1009565590,1,50.81,1,0.0,36902.0,3,0
1718,1009565600,0,45.33,1,0.0,22542.0,2,0
1719,1009565610,1,60.46,1,0.0,19868.0,3,0
1720,1009565620,0,33.67,1,0.0,19052.0,1,1
1721,1009565630,1,53.67,4,5478.0,27766.0,2,0
1722,1009565640,0,67.85,1,0.0,17842.0,1,0
1723,1009565650,0,35.35,4,0.0,15284.0,2,0
1724,1009565660,1,25.48,1,0.0,15245.0,0,1
1725,1009565670,0,37.87,1,0.0,18054.0,1,0
1726,1009565680,1,37.49,4,0.0,19934.0,5,1
1727,1009565690,1,22.87,1,0.0,13223.0,2,1
1728,1009565700,1,53.15,4,0.0,20456.0,1,1
1729,1009565710,0,36.54,1,0.0,18841.0,0,1
1730,1009565720,1,56.42,1,0.0,16125.0,0,0
1731,1009565730,0,35.0,1,0.0,13241.0,2,0
1732,1009565740,0,61.11,4,0.0,16564.0,2,0
1733,1009565750,1,36.12,2,90302.0,116429.0,0,1
1734,1009565760,0,49.89,1,0.0,22690.0,4,0
1735,1009565770,1,28.37,4,0.0,19204.0,2,1
1736,1009565780,1,47.0,4,0.0,20156.0,1,1
1737,1009565790,0,69.82,1,0.0,26703.0,2,0
1738,1009565800,1,27.77,1,0.0,13702.0,3,0
1739,1009565810,1,41.74,1,0.0,22278.0,2,0
1740,1009565820,0,39.16,1,0.0,14450.0,4,0
1741,1009565830,1,62.53,1,0.0,18278.0,0,0
1742,1009565840,1,53.55,4,0.0,17911.0,1,0
1743,1009565850,0,82.3,4,0.0,17981.0,0,0
1744,1009565860,1,27.33,1,0.0,19777.0,1,1
1745,1009565870,0,44.38,1,0.0,35363.0,2,0
1746,1009565880,1,37.18,1,0.0,16328.0,4,0
1747,1009565890,1,72.32,4,13583.0,38423.0,2,0
1748,1009565900,0,71.28,4,11750.0,36828.0,4,0
1749,1009565910,0,61.16,1,0.0,21136.0,5,0
1750,1009565920,1,51.57,1,0.0,16854.0,2,0
1751,1009565930,1,67.81,4,0.0,29543.0,1,0
1752,1009565940,0,59.5,4,0.0,15184.0,1,1
1753,1009565950,0,47.7,4,0.0,15956.0,3,0
1754,1009565960,1,51.69,1,0.0,15873.0,1,0
1755,1009565970,1,47.26,4,0.0,16075.0,2,0
1756,1009565980,0,38.59,1,0.0,17086.0,0,1
1757,1009565990,0,33.24,2,81951.0,71092.0,1,1
1758,1009566000,0,50.67,4,0.0,17347.0,4,0
1759,1009566010,0,43.34,4,0.0,13723.0,1,1
1760,1009566020,0,70.56,1,0.0,15614.0,2,0
1761,1009566030,0,37.93,4,8983.0,53202.0,2,0
1762,1009566040,0,47.15,1,0.0,18561.0,3,0
1763,1009566050,1,54.71,4,0.0,19723.0,5,0
1764,1009566060,1,42.93,1,0.0,13841.0,4,0
1765,1009566070,0,45.5,4,8298.0,73301.0,2,0
1766,1009566080,0,38.52,1,0.0,19141.0,2,0
1767,1009566090,0,21.88,1,0.0,16352.0,2,0
1768,1009566100,1,38.96,1,0.0,17338.0,5,0
1769,1009566110,0,85.8,1,0.0,17063.0,1,0
1770,1009566120,0,72.07,1,0.0,19455.0,0,0
1771,1009566130,1,64.76,1,0.0,16909.0,1,0
1772,1009566140,0,72.17,3,95387.0,222836.0,2,0
1773,1009566150,1,33.69,1,0.0,19483.0,0,1
1774,1009566160,0,70.46,4,0.0,21080.0,1,0
1775,1009566170,1,63.52,1,0.0,16955.0,2,0
1776,1009566180,1,36.65,4,0.0,22050.0,2,0
1777,1009566190,0,88.02,4,8906.0,26950.0,3,0
1778,1009566200,0,41.13,4,0.0,17405.0,1,0
1779,1009566210,0,26.12,4,13730.0,56097.0,1,1
1780,1009566220,1,80.42,4,0.0,17804.0,0,0
1781,1009566230,0,27.32,1,0.0,13158.0,5,0
1782,1009566240,0,72.72,1,0.0,25026.0,2,0
1783,1009566250,0,53.41,1,0.0,14165.0,1,0
1784,1009566260,0,39.76,1,0.0,18632.0,2,0
1785,1009566270,0,54.16,1,0.0,21675.0,2,1
1786,1009566280,0,36.47,1,0.0,18380.0,3,0
1787,1009566290,0,28.18,1,0.0,13272.0,1,1
1788,1009566300,0,39.71,4,0.0,15052.0,0,1
1789,1009566310,1,28.13,4,0.0,32414.0,2,0
1790,1009566320,1,48.89,1,0.0,15167.0,2,0
1791,1009566330,1,53.19,1,0.0,16575.0,4,0
1792,1009566340,0,49.74,4,0.0,26952.0,2,0
1793,1009566350,1,57.01,4,0.0,13836.0,5,0
1794,1009566360,0,28.37,4,0.0,13232.0,2,1
1795,1009566370,1,23.01,1,0.0,18917.0,4,1
1796,1009566380,1,38.13,4,0.0,31735.0,0,1
1797,1009566390,0,35.58,1,0.0,15157.0,5,0
1798,1009566400,0,46.75,2,12730.0,33462.0,5,0
1799,1009566410,1,44.06,1,0.0,31905.0,1,1
1800,1009566420,1,49.72,1,0.0,21279.0,5,0
1801,1009566430,0,74.5,1,0.0,19062.0,3,0
1802,1009566440,0,49.97,1,0.0,13502.0,1,0
1803,1009566450,0,41.83,1,0.0,17389.0,2,0
1804,1009566460,0,50.23,4,0.0,20671.0,4,0
1805,1009566470,1,57.64,1,0.0,27430.0,1,0
1806,1009566480,1,31.2,1,0.0,24436.0,2,1
1807,1009566490,0,31.87,1,0.0,37121.0,1,1
1808,1009566500,1,58.13,1,0.0,21397.0,2,0
1809,1009566510,1,77.08,1,0.0,21134.0,1,1
1810,1009566520,0,21.63,4,0.0,13122.0,1,1
1811,1009566530,1,23.52,1,0.0,14777.0,5,0
1812,1009566540,1,37.92,4,0.0,14593.0,1,1
1813,1009566550,1,87.91,1,0.0,20622.0,2,0
1814,1009566560,1,25.36,1,0.0,14952.0,5,1
1815,1009566570,1,43.58,1,0.0,14977.0,1,0
1816,1009566580,0,31.62,1,0.0,14150.0,0,1
1817,1009566590,0,51.17,1,0.0,21780.0,4,0
1818,1009566600,0,31.98,1,0.0,20845.0,2,1
1819,1009566610,0,41.39,4,0.0,17746.0,3,0
1820,1009566620,1,77.72,1,0.0,22359.0,2,0
1821,1009566630,0,37.78,2,5539.0,76448.0,4,0
1822,1009566640,1,38.63,4,0.0,18506.0,2,0
1823,1009566650,0,46.69,1,0.0,18943.0,4,0
1824,1009566660,0,33.58,1,0.0,13963.0,5,0
1825,1009566670,0,53.34,1,0.0,18112.0,2,0
1826,1009566680,0,51.88,1,0.0,20566.0,2,0
1827,1009566690,1,39.8,4,9812.0,67525.0,2,0
1828,1009566700,1,58.25,2,87360.0,132177.0,3,0
1829,1009566710,1,43.65,1,0.0,26487.0,2,0
1830,1009566720,1,63.69,1,0.0,16417.0,2,0
1831,1009566730,0,76.08,1,0.0,17680.0,1,0
1832,1009566740,1,53.82,2,7078.0,51446.0,5,0
1833,1009566750,0,47.0,3,88332.0,144993.0,1,0
1834,1009566760,0,30.8,4,0.0,19274.0,5,1
1835,1009566770,0,51.67,1,0.0,14496.0,3,0
1836,1009566780,1,24.11,1,0.0,13504.0,0,1
1837,1009566790,0,21.26,2,7106.0,32930.0,2,0
1838,1009566800,0,55.37,4,14024.0,38507.0,2,0
1839,1009566810,0,64.94,4,0.0,22086.0,2,0
1840,1009566820,1,38.17,1,0.0,19818.0,2,0
1841,1009566830,0,58.18,4,0.0,15766.0,2,0
1842,1009566840,0,50.63,4,5496.0,27081.0,4,0
1843,1009566850,0,45.41,1,0.0,14747.0,1,0
1844,1009566860,0,61.95,2,6460.0,35982.0,4,0
1845,1009566870,1,25.2,4,11839.0,55307.0,2,1
1846,1009566880,0,58.61,1,0.0,27641.0,2,0
1847,1009566890,1,22.12,4,0.0,16721.0,0,1
1848,1009566900,0,86.48,1,0.0,29172.0,1,0
1849,1009566910,0,32.38,1,0.0,30452.0,2,0
1850,1009566920,1,45.11,1,0.0,30522.0,4,0
1851,1009566930,0,25.38,2,9409.0,39470.0,3,0
1852,1009566940,0,34.46,4,0.0,21108.0,4,0
1853,1009566950,1,31.06,1,0.0,20467.0,5,1
1854,1009566960,1,48.81,1,0.0,19616.0,2,0
1855,1009566970,0,29.07,2,101754.0,62405.0,2,1
1856,1009566980,1,44.17,4,10121.0,59447.0,3,0
1857,1009566990,0,60.39,1,0.0,16913.0,3,0
1858,1009567000,1,43.26,1,0.0,21934.0,0,1
1859,1009567010,0,48.18,1,0.0,15434.0,3,0
1860,1009567020,1,51.17,2,9302.0,27601.0,3,0
1861,1009567030,1,23.98,1,0.0,20754.0,2,0
1862,1009567040,1,61.68,4,0.0,21886.0,2,0
1863,1009567050,0,41.54,4,0.0,20255.0,1,1
1864,1009567060,1,24.88,1,0.0,17505.0,2,0
1865,1009567070,0,27.14,1,0.0,25246.0,5,1
1866,1009567080,0,30.62,1,0.0,20509.0,3,0
1867,1009567090,0,53.96,1,0.0,15874.0,1,1
1868,1009567100,0,26.53,1,0.0,19971.0,1,1
1869,1009567110,0,42.95,4,0.0,16844.0,3,1
1870,1009567120,1,22.05,2,90719.0,138688.0,4,0
1871,1009567130,0,61.06,1,0.0,19839.0,1,1
1872,1009567140,0,43.43,4,0.0,15195.0,2,0
1873,1009567150,0,53.33,1,0.0,13858.0,2,0
1874,1009567160,0,81.69,4,0.0,20115.0,1,0
1875,1009567170,1,33.19,4,8662.0,23933.0,0,1
1876,1009567180,1,45.34,1,0.0,17445.0,2,0
1877,1009567190,0,66.18,1,0.0,13056.0,2,0
1878,1009567200,0,53.12,2,70350.0,119479.0,1,0
1879,1009567210,0,42.93,1,0.0,22978.0,1,0
1880,1009567220,1,49.71,1,0.0,27910.0,4,0
1881,1009567230,0,36.24,3,113045.0,210914.0,2,0
1882,1009567240,0,58.61,1,0.0,17358.0,2,0
1883,1009567250,1,44.15,3,88994.0,129889.0,2,0
1884,1009567260,0,68.91,1,0.0,15185.0,3,0
1885,1009567270,0,20.43,2,13337.0,22139.0,1,1
1886,1009567280,1,51.9,4,12294.0,50309.0,2,0
1887,1009567290,0,23.68,1,0.0,22005.0,4,0
1888,1009567300,1,48.29,1,0.0,15199.0,2,0
1889,1009567310,0,68.21,1,0.0,18816.0,2,0
1890,1009567320,0,41.49,4,0.0,17195.0,4,0
1891,1009567330,0,37.41,3,95041.0,144546.0,1,1
1892,1009567340,0,29.17,1,0.0,18642.0,3,1
1893,1009567350,0,61.61,1,0.0,22636.0,3,0
1894,1009567360,0,39.05,4,0.0,16107.0,3,0
1895,1009567370,0,63.28,2,113168.0,123394.0,2,0
1896,1009567380,0,65.97,1,0.0,24122.0,4,0
1897,1009567390,0,33.91,1,0.0,19860.0,3,0
1898,1009567400,0,63.55,2,100063.0,64721.0,1,0
1899,1009567410,1,71.36,1,0.0,16548.0,1,1
1900,1009567420,1,40.62,1,0.0,16139.0,1,0
1901,1009567430,1,51.62,4,0.0,18352.0,3,0
1902,1009567440,0,29.6,4,0.0,16556.0,2,0
1903,1009567450,0,60.0,1,0.0,28510.0,1,0
1904,1009567460,1,48.05,4,0.0,18862.0,1,0
1905,1009567470,0,57.52,4,13266.0,36493.0,1,1
1906,1009567480,1,61.99,1,0.0,31728.0,1,0
1907,1009567490,0,21.29,1,0.0,17364.0,1,1
1908,1009567500,0,55.58,1,0.0,20190.0,3,0
1909,1009567510,0,49.73,1,0.0,25877.0,2,0
1910,1009567520,1,71.55,1,0.0,20881.0,2,0
1911,1009567530,0,33.63,4,0.0,20881.0,2,0
1912,1009567540,0,63.44,2,106457.0,209723.0,2,0
1913,1009567550,0,34.03,1,0.0,36085.0,2,0
1914,1009567560,0,58.38,1,0.0,21146.0,1,0
1915,1009567570,1,28.24,1,0.0,21354.0,5,0
1916,1009567580,0,49.45,4,0.0,17800.0,5,0
1917,1009567590,0,56.81,1,0.0,19367.0,2,0
1918,1009567600,0,43.8,4,0.0,21499.0,2,0
1919,1009567610,0,46.85,4,14527.0,36730.0,3,0
1920,1009567620,0,21.6,1,0.0,20856.0,1,1
1921,1009567630,0,41.91,1,0.0,22866.0,0,1
1922,1009567640,0,61.51,2,9902.0,41761.0,2,0
1923,1009567650,1,32.13,1,0.0,36014.0,4,0
1924,1009567660,0,39.89,1,0.0,24825.0,1,1
1925,1009567670,0,24.66,4,10207.0,70588.0,3,1
1926,1009567680,0,60.66,3,75889.0,68181.0,2,0
1927,1009567690,1,26.63,1,0.0,20270.0,4,1
1928,1009567700,0,74.42,1,0.0,17940.0,1,0
1929,1009567710,1,42.53,1,0.0,30144.0,4,0
1930,1009567720,1,26.59,3,115942.0,110801.0,2,1
1931,1009567730,1,21.19,1,0.0,13390.0,2,1
1932,1009567740,0,48.67,1,0.0,18191.0,4,0
1933,1009567750,0,51.77,2,100070.0,115899.0,2,0
1934,1009567760,1,34.44,1,0.0,14710.0,3,0
1935,1009567770,1,52.66,4,12044.0,51682.0,2,0
1936,1009567780,1,65.32,1,0.0,19877.0,5,1
1937,1009567790,0,31.34,4,0.0,21787.0,4,0
1938,1009567800,1,31.18,1,0.0,15523.0,3,0
1939,1009567810,1,39.35,1,0.0,13861.0,2,0
1940,1009567820,1,48.3,2,7166.0,52982.0,2,0
1941,1009567830,0,47.02,1,0.0,19391.0,3,0
1942,1009567840,1,37.77,1,0.0,22736.0,4,0
1943,1009567850,0,48.99,4,0.0,14374.0,1,0
1944,1009567860,1,52.93,1,0.0,33384.0,2,0
1945,1009567870,1,35.16,4,0.0,36256.0,2,0
1946,1009567880,1,40.86,1,0.0,29742.0,4,0
1947,1009567890,0,39.98,1,0.0,20934.0,2,0
1948,1009567900,1,49.67,1,0.0,14994.0,4,0
1949,1009567910,0,58.51,2,103718.0,61153.0,4,0
1950,1009567920,0,20.42,1,0.0,21811.0,4,0
1951,1009567930,1,51.3,1,0.0,21811.0,5,0
1952,1009567940,0,43.95,2,14071.0,35509.0,3,0
1953,1009567950,0,53.71,1,0.0,14815.0,1,1
1954,1009567960,0,56.79,4,9971.0,45846.0,2,0
1955,1009567970,1,37.18,4,0.0,17884.0,3,0
1956,1009567980,1,25.89,1,0.0,13593.0,2,1
1957,1009567990,1,64.84,2,105345.0,153679.0,3,0
1958,1009568000,0,33.11,1,0.0,26007.0,1,0
1959,1009568010,1,21.78,1,0.0,16053.0,2,1
1960,1009568020,0,51.14,1,0.0,13461.0,3,0
1961,1009568030,1,43.3,4,11921.0,33128.0,2,0
1962,1009568040,1,54.55,1,0.0,21776.0,3,0
1963,1009568050,0,53.29,4,0.0,22996.0,5,0
1964,1009568060,0,32.65,4,0.0,18099.0,2,0
1965,1009568070,0,37.76,4,0.0,22229.0,2,0
1966,1009568080,1,32.45,1,0.0,27286.0,2,0
1967,1009568090,0,25.97,1,0.0,34981.0,2,1
1968,1009568100,1,53.09,4,0.0,20633.0,3,0
1969,1009568110,0,46.27,3,74182.0,109567.0,3,0
1970,1009568120,0,61.36,2,84903.0,124906.0,4,0
1971,1009568130,0,65.97,3,89263.0,118681.0,0,0
1972,1009568140,1,62.95,4,0.0,22189.0,0,0
1973,1009568150,0,45.84,1,0.0,19994.0,3,0
1974,1009568160,0,32.39,4,0.0,14053.0,2,0
1975,1009568170,1,79.5,1,0.0,13787.0,2,0
1976,1009568180,0,52.98,1,0.0,22824.0,2,0
1977,1009568190,1,41.6,4,0.0,21354.0,4,0
1978,1009568200,0,22.69,1,0.0,16803.0,4,0
1979,1009568210,1,87.8,1,0.0,22028.0,3,0
1980,1009568220,0,29.89,4,11423.0,31203.0,2,0
1981,1009568230,1,52.86,1,0.0,13545.0,3,0
1982,1009568240,0,36.88,1,0.0,19175.0,1,1
1983,1009568250,0,69.45,4,0.0,22379.0,2,1
1984,1009568260,0,42.51,4,0.0,15225.0,3,0
1985,1009568270,1,44.56,4,0.0,21532.0,5,0
1986,1009568280,1,29.79,1,0.0,15238.0,2,0
1987,1009568290,1,54.26,4,8207.0,49404.0,4,0
1988,1009568300,1,59.46,4,8209.0,43287.0,3,0
1989,1009568310,1,60.28,1,0.0,17885.0,1,1
1990,1009568320,1,28.88,1,0.0,17182.0,0,1
1991,1009568330,0,46.59,2,79890.0,99819.0,3,0
1992,1009568340,0,34.22,4,6219.0,39161.0,2,0
1993,1009568350,0,33.24,1,0.0,30487.0,0,1
1994,1009568360,1,36.5,4,0.0,18346.0,2,1
1995,1009568370,0,51.87,2,81776.0,208877.0,3,0
1996,1009568380,0,73.17,1,0.0,13744.0,2,0
1997,1009568390,1,48.75,1,0.0,22692.0,1,0
1998,1009568400,0,34.19,4,11637.0,25787.0,2,1
1999,1009568410,0,41.65,1,0.0,20091.0,2,0
2000,1009568420,0,55.7,1,0.0,25048.0,2,1
2001,1009568430,0,26.73,1,0.0,27216.0,3,0
2002,1009568440,1,28.31,4,0.0,18308.0,4,1
2003,1009568450,1,68.06,1,0.0,21335.0,0,0
2004,1009568460,0,52.44,3,111445.0,89276.0,0,0
2005,1009568470,1,47.33,1,0.0,13548.0,5,0
2006,1009568480,1,34.54,4,0.0,16300.0,2,1
2007,1009568490,1,34.67,1,0.0,17512.0,2,0
2008,1009568500,1,45.96,1,0.0,17351.0,0,1
2009,1009568510,0,54.17,1,0.0,24116.0,2,1
2010,1009568520,0,41.37,1,0.0,16074.0,2,0
2011,1009568530,0,36.8,1,0.0,17327.0,4,0
2012,1009568540,0,36.02,1,0.0,18174.0,0,1
2013,1009568550,0,48.92,4,0.0,20080.0,1,0
2014,1009568560,0,55.19,1,0.0,19011.0,1,1
2015,1009568570,0,26.08,1,0.0,14962.0,2,0
2016,1009568580,1,35.23,1,0.0,22506.0,3,0
2017,1009568590,0,57.89,1,0.0,15837.0,1,0
2018,1009568600,1,30.53,1,0.0,18078.0,1,1
2019,1009568610,0,46.91,4,0.0,17568.0,2,0
2020,1009568620,1,38.69,4,0.0,20027.0,3,0
2021,1009568630,0,41.57,1,0.0,21970.0,4,0
2022,1009568640,0,30.73,1,0.0,20017.0,2,1
2023,1009568650,1,76.85,1,0.0,18721.0,2,0
2024,1009568660,1,43.15,1,0.0,21153.0,1,1
2025,1009568670,1,43.88,1,0.0,22331.0,2,0
2026,1009568680,1,41.33,2,8007.0,45899.0,1,1
2027,1009568690,1,58.72,2,7675.0,25606.0,3,0
2028,1009568700,0,28.4,1,0.0,26204.0,2,0
2029,1009568710,0,70.08,4,0.0,21230.0,1,0
2030,1009568720,0,45.38,3,101118.0,91515.0,4,0
2031,1009568730,0,62.64,4,0.0,22287.0,2,0
